,task 1,task 2,task 3,task 4
0,0.0,0.0,0.0,0.05
1,0.0,0.0,0.01111111111111111,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.02222222222222222
5,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0
7,0.01,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.01
16,0.0,0.0,0.0,0.01
17,0.0,0.01111111111111111,0.0,0.0
18,0.0,0.0,0.0,0.0
19,0.0,0.0,0.02,0.0
20,0.0,0.0,0.0,0.0
21,0.0,0.01,0.0,0.0
22,0.01111111111111111,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0
25,0.0,0.0,0.02,0.0
26,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0
29,0.031111111111111114,0.0,0.0,0.0
30,0.02222222222222222,0.0,0.0,0.0
31,0.043333333333333335,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.01
34,0.0,0.04,0.0,0.0
35,0.0,0.02,0.0,0.02
36,0.0,0.016666666666666666,0.0,0.0
37,,,0.0,
38,,,,
39,,,,
40,,,,
