,task 1,task 2,task 3,task 4
0,0.0,0.0,0.005555555555555555,0.025
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.01111111111111111
3,0.005,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.005
8,0.0,0.005555555555555555,0.0,0.005
9,0.0,0.0,0.01,0.0
10,0.0,0.005,0.0,0.0
11,0.005555555555555555,0.0,0.0,0.0
12,0.0,0.0,0.01,0.0
13,0.0,0.0,0.0,0.0
14,0.015555555555555557,0.0,0.0,0.0
15,0.03277777777777778,0.0,0.0,0.0
16,0.0,0.0,0.0,0.005
17,0.0,0.03,0.0,0.01
18,0.0,0.016666666666666666,0.0,0.0
19,,,,
20,,,,
