,task 2-task 1,task 3-task 1,task 4-task 1,task 3-task 2,task 4-task 2,task 4-task 3
0,-0.015431086824529454,-0.014134790528233155,-0.007413479052823316,0.0012962962962962989,0.008017607771706138,0.006721311475409839
1,0.024939283545840928,0.006976320582877961,-6.071645415908072e-06,-0.01796296296296297,-0.024945355191256836,-0.006982392228293869
2,-0.014319975713418328,0.0003096539162112978,-0.026302367941712198,0.014629629629629626,-0.011982392228293868,-0.026612021857923496
3,-0.008394049787492412,0.006976320582877958,-6.07164541590894e-06,0.015370370370370371,0.008387978142076504,-0.006982392228293867
4,0.008272616879174249,0.019939283545840923,-6.0716454159106745e-06,0.011666666666666674,-0.008278688524590159,-0.019945355191256835
5,0.018272616879174274,0.0058652094717668544,0.0025865209471766896,-0.012407407407407419,-0.015686095931997584,-0.003278688524590165
6,0.012346690953248345,-0.002282938676381293,-0.01889496053430479,-0.014629629629629638,-0.031241651487553136,-0.016612021857923497
7,-0.018394049787492407,-0.013394049787492408,-0.012969034608378869,0.005000000000000001,0.00542501517911354,0.00042501517911353905
8,0.0019763205828779618,0.020680024286581666,0.00036429872495446326,0.018703703703703705,-0.0016120218579234985,-0.020315725561627203
9,-0.04524590163934426,-0.0635792349726776,-0.06315421979356406,-0.018333333333333337,-0.017908318154219796,0.00042501517911353905
10,0.009013357619914997,-0.006727383120825747,-0.016672738312082578,-0.015740740740740743,-0.025686095931997575,-0.009945355191256831
11,0.029754098360655748,0.006976320582877961,0.02777170613236187,-0.022777777777777786,-0.0019823922282938763,0.02079538554948391
12,-0.03413479052823315,-0.032468123861566486,-0.03574681238615665,0.0016666666666666663,-0.0016120218579234976,-0.003278688524590164
13,,,,,,
